record_id,source_file,source_start_index,source_end_index,source_label,values
internal_bleeding_030_internalbleeding19_15_recovery_4341,030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.txt,4341,4376,recovery,"93.2756 93.9000 94.1429 94.3662 95.3731 95.2292 95.2245 95.8886 96.0932 96.2073 95.5548 94.6447 94.0998 93.3423 92.6290 91.3354 90.2713 89.4416 88.2451 86.7449 85.6627 84.4735 83.1807 81.8152 80.9936 80.4367 79.2176 77.5774 76.9697 76.1039 74.7734 73.9997 72.9162 72.1458 71.8037 71.2163"
internal_bleeding_031_internalbleeding20_00_normal_540,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,540,575,normal,"68.9644 69.0286 68.8631 68.6390 68.2941 68.0852 68.4016 68.3272 68.2468 67.8422 67.6869 68.1899 68.2328 67.9342 67.5686 67.6731 67.5517 68.1720 67.6843 67.5082 67.1134 67.1622 66.6618 66.1214 66.1293 66.1916 66.0018 66.7145 66.5013 66.7390 66.7541 66.3208 65.6781 65.2535 64.6005 64.2723"
internal_bleeding_031_internalbleeding20_01_normal_576,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,576,611,normal,"64.2174 63.8162 65.2363 64.9618 64.9745 64.8960 64.2012 64.5483 64.5258 64.3995 64.4753 64.7136 64.0996 64.1412 64.1004 63.5740 63.5203 63.1420 62.9443 62.6787 62.4763 62.6214 62.2154 62.3133 61.9820 61.4833 61.7063 61.5176 61.2349 60.9753 60.8511 60.6054 59.5910 59.6793 59.4457 59.8022"
internal_bleeding_031_internalbleeding20_02_normal_1215,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,1215,1250,normal,"91.1980 91.5335 92.5729 93.9814 94.3453 94.9227 95.6120 95.9973 95.6961 95.2490 95.9541 96.1225 96.9489 96.9215 96.8509 96.7184 96.7740 97.0822 96.4165 95.2600 94.9292 94.5398 93.3049 92.7263 92.2542 91.4632 89.2730 87.7520 85.8979 84.4827 82.8292 81.8891 80.4145 79.6190 78.3775 77.8813"
internal_bleeding_031_internalbleeding20_03_normal_1251,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,1251,1286,normal,"76.9662 76.3993 76.0775 75.0573 74.6072 73.2819 72.0546 71.5273 70.4491 69.4605 68.6955 67.1399 66.7873 66.5015 66.1801 65.5072 65.6501 64.6299 63.7245 63.2378 63.4587 63.4445 63.1868 62.9440 63.5277 63.2455 62.6470 61.7914 61.5242 60.9612 60.7952 60.5504 60.0942 60.2130 61.0936 61.1893"
internal_bleeding_031_internalbleeding20_04_normal_late_1889,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,1889,1924,normal_late,"62.8863 63.3011 63.4668 63.3331 62.6834 61.9478 62.0151 61.7360 61.3603 61.1537 61.0118 60.6801 59.5547 59.7151 59.3840 59.1805 58.8497 58.5201 58.6600 58.5411 58.8697 58.7882 59.3352 58.7368 59.1424 58.7088 58.8897 59.1367 59.5736 60.5093 61.5609 62.4399 63.3701 64.4701 65.9975 67.1141"
internal_bleeding_031_internalbleeding20_05_normal_late_2628,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,2628,2663,normal_late,"57.9361 57.9937 57.3399 56.5859 56.6453 56.0952 56.1203 55.6118 54.9152 54.3127 54.4017 54.0311 54.6002 54.3129 54.4693 54.7841 54.9746 55.5438 56.2946 56.3818 56.9897 57.7990 59.0293 60.6910 61.8625 62.8815 64.2182 65.5307 66.8217 68.8015 70.4519 71.8468 72.9378 74.6127 75.8501 77.2434"
internal_bleeding_031_internalbleeding20_06_pre_anomaly_5543,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5543,5578,pre_anomaly,"60.9568 60.8307 60.0534 60.3253 60.5065 60.3734 60.5049 59.8860 59.0422 59.2744 59.3412 59.2435 58.3841 57.9253 58.3709 57.9966 57.5395 57.1477 57.2722 57.1754 56.6686 56.8559 56.4439 56.4758 55.9694 55.3374 55.0934 55.0958 55.0428 54.9324 54.8115 54.9951 55.2688 54.3650 55.2186 55.4454"
internal_bleeding_031_internalbleeding20_07_pre_anomaly_5615,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5615,5650,pre_anomaly,"89.4470 89.6384 89.8968 90.3099 91.0215 90.9950 91.3008 91.7946 92.4113 92.7593 92.8414 92.5241 93.2203 92.4603 92.5012 91.9679 91.5669 91.3749 90.8632 89.4330 89.1211 87.9061 87.5446 86.8608 85.4481 84.1325 83.4444 81.7257 80.7529 79.1777 77.6676 76.8743 76.3288 75.4873 74.8395 74.1183"
internal_bleeding_031_internalbleeding20_08_pre_anomaly_5687,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5687,5722,pre_anomaly,"64.1339 63.6473 63.3246 63.3932 63.4588 62.7223 63.1764 63.5173 63.7863 64.1268 63.8798 63.8148 64.2954 63.6404 63.2556 63.6905 63.4718 63.8072 63.9370 63.8352 63.0528 62.9985 63.1025 62.8670 62.6993 62.5287 62.2434 62.6869 62.1559 62.5121 62.4294 62.2233 62.1563 62.2794 62.3067 61.6520"
internal_bleeding_031_internalbleeding20_09_pre_anomaly_5723,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5723,5758,pre_anomaly,"61.4087 61.4250 61.4175 60.9889 61.1312 60.6243 60.5036 60.8058 60.8036 60.6745 60.0192 59.9002 59.3196 58.3618 57.8763 57.4960 56.8567 56.4135 56.2716 56.8605 57.0136 56.8927 56.5272 56.1720 56.0136 55.4481 54.7544 54.5925 54.5965 54.7501 54.7899 54.0539 54.5229 54.4733 54.9823 55.2406"
internal_bleeding_031_internalbleeding20_10_anomaly_start_5759,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5759,5794,anomaly_start,"55.3430 55.7419 55.8951 55.8502 56.0148 55.8728 56.1328 56.6348 56.4667 57.5948 58.4475 58.7043 59.0873 59.6280 60.2769 60.8031 61.1838 61.4506 61.6440 61.8563 63.1334 63.4517 63.9871 64.8876 65.6713 66.3012 66.8208 67.1401 67.7451 69.0712 69.6619 70.3461 71.3580 71.7509 72.0645 72.6746"
internal_bleeding_031_internalbleeding20_11_anomaly_5821,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5821,5856,anomaly,"82.8307 83.4991 83.2661 83.5723 84.1619 84.6723 85.4018 86.1801 86.8758 86.5535 87.6340 88.0811 87.9250 88.0768 88.6352 89.0607 90.0424 90.7191 90.2499 90.9584 91.8306 92.2343 92.6166 93.5593 94.1377 94.7583 95.1538 94.8927 95.4432 96.4621 96.3626 95.7518 95.8534 95.6552 96.6996 97.1574"
internal_bleeding_031_internalbleeding20_12_anomaly_5883,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5883,5918,anomaly,"65.1306 65.0710 64.8410 64.5839 64.2759 63.6038 63.5309 63.7065 63.6254 63.7805 64.2437 64.1260 63.4572 63.4658 63.2353 63.0456 63.2483 62.8533 62.5576 62.0349 61.8709 61.6613 61.3880 60.9427 61.0758 60.9513 60.5115 60.6939 60.7204 60.6294 60.5622 59.9373 59.6882 59.9633 60.4886 60.7168"
internal_bleeding_031_internalbleeding20_13_recovery_5919,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5919,5954,recovery,"60.0978 59.5837 59.4001 58.9705 59.4598 59.6005 59.6555 59.0225 59.5239 59.2676 59.4151 60.3240 60.2292 59.8909 59.6919 58.8274 58.5074 58.3290 58.0966 58.2927 57.9987 57.8580 58.2174 57.8414 57.6873 57.5414 58.3549 59.3514 59.8122 60.6332 61.9720 63.0339 64.2900 65.3134 67.5480 69.5941"
internal_bleeding_031_internalbleeding20_14_recovery_5955,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5955,5990,recovery,"71.5605 73.2612 74.8009 75.5676 76.9671 78.3198 79.3149 80.1277 81.3452 82.3393 83.3003 84.2480 84.4064 84.7580 85.2998 86.1548 87.0288 88.4113 89.1569 89.9817 89.9167 90.2864 91.3348 91.4247 92.1770 93.0606 93.1321 93.8522 94.6683 95.2168 96.1249 96.2926 97.0002 97.5344 97.3356 97.4860"
internal_bleeding_031_internalbleeding20_15_recovery_6063,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,6063,6098,recovery,"65.2691 65.5074 65.7392 65.5458 65.6349 66.4574 66.3118 66.5472 65.9170 65.6660 66.1012 65.3031 65.2121 65.6726 65.8734 66.1136 65.7974 65.5223 65.4748 65.5620 65.3979 65.3566 65.8097 65.3324 65.6502 65.7190 65.5073 65.5206 65.0820 65.6931 65.9261 65.9129 65.1448 65.3815 64.6492 64.9328"
internal_bleeding_032_internalbleeding4_00_normal_200,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,200,235,normal,"47.9872 47.8606 47.8642 47.5568 47.1679 47.0857 47.1342 47.4964 47.5679 47.5963 47.7609 47.5888 47.9140 48.9941 50.8184 52.4852 53.7737 55.5934 57.0479 58.5941 60.3219 62.1608 64.1441 65.9022 67.1916 68.2282 69.3767 69.9729 69.8928 70.2326 70.7294 70.8668 71.1191 71.2397 71.8133 72.0710"
internal_bleeding_032_internalbleeding4_01_normal_236,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,236,271,normal,"72.6537 73.0038 74.0988 74.5157 75.1276 75.2156 75.9089 76.5282 77.2563 77.7978 78.3110 78.9655 79.4931 79.9139 80.2489 81.0306 81.8791 82.9908 83.8957 84.6029 85.0121 84.7514 85.0100 84.7112 84.9157 84.5579 84.6536 84.5438 83.7415 83.2026 82.4562 82.3137 81.3481 80.6461 79.7890 78.3830"
internal_bleeding_032_internalbleeding4_02_normal_450,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,450,485,normal,"82.4929 81.2582 80.1984 78.5025 77.1982 75.5133 74.5038 73.6700 72.6245 72.4983 71.9665 71.2918 71.3586 70.4848 69.8731 69.5358 69.5172 69.3095 68.9215 69.1241 68.3454 68.2017 68.1683 67.7407 67.7612 67.0487 66.0030 65.4981 65.5603 64.8427 64.4016 63.7308 63.2618 62.9825 62.3581 61.7487"
internal_bleeding_032_internalbleeding4_03_normal_486,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,486,521,normal,"61.2243 61.0837 60.7276 60.1082 59.8131 59.9567 59.8139 59.3796 59.0904 59.3551 59.5324 59.5550 59.7410 59.6878 59.4715 59.5207 59.4246 59.8060 59.7906 59.1133 59.7102 59.4223 59.3675 59.6598 59.7098 59.6027 59.6592 59.2626 60.0465 60.1294 59.8660 59.8377 59.5189 60.2353 60.0364 60.2219"
internal_bleeding_032_internalbleeding4_04_normal_late_700,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,700,735,normal_late,"56.6626 56.3396 56.2193 56.1451 55.5734 55.4687 55.0679 54.3293 54.6419 54.5693 54.1508 54.3071 53.5095 52.5453 52.2442 52.1518 52.1486 51.7049 50.9283 51.4256 50.9367 49.9085 49.7167 49.6176 49.6024 49.2219 49.3874 48.8933 48.8036 48.6101 48.2689 48.4214 48.4019 47.4099 47.4147 46.9471"
internal_bleeding_032_internalbleeding4_05_normal_late_928,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,928,963,normal_late,"48.4810 48.9045 48.6794 48.8554 49.3109 49.8841 51.5854 53.3549 54.5947 56.2244 57.7260 58.7978 60.4700 61.4379 63.2972 64.6134 65.5028 66.2476 66.8065 67.5250 68.3614 68.7483 68.5839 68.8192 69.0644 69.2227 69.4727 70.0875 70.3443 70.3399 70.8579 71.1927 71.8963 72.0376 72.7247 73.0716"
internal_bleeding_032_internalbleeding4_06_pre_anomaly_4459,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4459,4494,pre_anomaly,"52.9835 52.6320 53.1582 52.8744 52.4302 52.3147 52.8480 52.7487 52.3127 52.5260 51.9001 51.7216 51.6071 51.5338 51.8322 51.9745 52.4145 52.5347 53.0690 54.3107 55.4102 56.7211 58.5939 59.8442 62.0251 63.7876 65.3629 66.6254 67.9895 68.7343 69.6278 70.4630 70.6431 71.2708 71.7715 72.1765"
internal_bleeding_032_internalbleeding4_07_pre_anomaly_4531,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4531,4566,pre_anomaly,"81.0945 80.3585 79.3013 77.9159 76.6488 75.6629 74.2571 72.8644 72.7083 72.0015 71.4691 71.2387 70.4912 70.4223 70.1571 69.5922 68.9195 68.4558 68.7141 68.9733 68.2170 68.1318 67.6285 66.7557 66.4855 66.4735 65.9234 65.2640 64.3820 63.9184 62.9994 62.6544 62.6347 61.9775 61.2852 61.1616"
internal_bleeding_032_internalbleeding4_08_pre_anomaly_4603,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4603,4638,pre_anomaly,"53.8276 54.0280 53.5817 53.4397 53.4875 53.0612 53.3137 53.0765 53.1889 53.3991 53.6816 53.3041 52.9801 53.0117 52.3374 52.0842 52.4581 51.8980 51.0494 50.6911 50.6642 50.8815 50.9566 51.0421 50.7808 50.1649 50.2339 50.5744 50.7667 50.3865 49.6956 49.6762 49.4547 49.4045 49.4535 48.9003"
internal_bleeding_032_internalbleeding4_09_pre_anomaly_4639,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4639,4674,pre_anomaly,"49.3845 49.4240 49.2633 48.2711 48.6297 48.4860 48.0857 48.8914 49.1449 48.9951 48.9149 49.3372 49.5869 50.1872 50.9994 51.7799 53.1481 54.8142 56.4899 58.5098 60.9567 62.8616 64.6261 66.4740 67.4540 68.5030 69.6907 71.2995 71.9235 72.8205 73.1981 73.2439 73.7035 73.8767 73.9531 73.9132"
internal_bleeding_032_internalbleeding4_10_anomaly_start_4675,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4675,4710,anomaly_start,"74.5327 75.3514 76.8944 77.9368 79.1934 80.1231 81.3331 82.0857 84.0095 85.7779 86.6053 86.8808 86.8588 86.8419 86.1962 85.2319 82.9090 80.4699 78.4902 74.9462 73.2703 72.4619 70.8545 70.1164 69.0585 68.6988 67.9241 67.5523 67.1140 66.1010 66.0215 65.1549 64.4920 63.9201 63.0923 61.8199"
internal_bleeding_032_internalbleeding4_11_anomaly_4836,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4836,4871,anomaly,"49.9602 49.6011 49.0210 49.2008 48.9858 49.9780 52.3057 55.8425 60.1982 64.1118 67.8829 71.0353 72.9377 74.4541 75.8201 76.7982 78.0414 78.7213 78.8980 78.9932 79.4197 80.0398 80.2960 81.0102 81.4809 82.0057 83.3652 83.8561 84.5522 85.1627 86.0252 86.8195 87.2082 87.7300 88.5462 89.1139"
internal_bleeding_032_internalbleeding4_12_anomaly_4997,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4997,5032,anomaly,"48.4229 48.4205 48.2420 47.8812 47.9705 48.0598 47.6488 47.6608 48.0802 48.4766 48.9413 50.0248 51.4895 53.4922 55.2135 56.4765 58.6765 59.8962 62.1312 63.3009 64.8339 66.0397 66.7552 68.0417 68.8994 69.2867 69.8426 70.3764 70.6144 71.0486 71.3999 71.5102 71.7503 71.9650 72.4060 72.6972"
internal_bleeding_032_internalbleeding4_13_recovery_5033,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,5033,5068,recovery,"72.5217 72.9877 73.1308 73.7644 75.0829 75.5571 76.2197 76.9734 77.9002 78.9393 79.9307 80.6642 81.0337 81.0014 81.8406 82.4661 82.9311 83.3332 83.8297 83.8945 83.7004 83.8290 83.6116 83.4311 82.9010 82.7416 82.0939 80.9143 80.1129 79.0005 78.0385 77.0350 76.2061 74.8455 73.6550 73.0621"
internal_bleeding_032_internalbleeding4_14_recovery_5069,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,5069,5104,recovery,"72.5916 71.7715 70.9059 70.8650 69.8931 69.5941 68.8880 69.2408 68.6834 68.1581 68.1593 68.0540 67.7706 67.4936 67.5630 67.3060 67.1952 67.2082 66.9530 66.0428 65.3556 65.3351 64.8342 64.4480 64.3225 63.2493 62.8706 62.4333 61.7355 60.9705 60.4785 59.7986 59.1420 58.7270 58.2120 58.0702"
internal_bleeding_032_internalbleeding4_15_recovery_5177,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,5177,5212,recovery,"52.5860 52.9895 53.2346 53.4210 53.5234 54.5026 55.4192 56.4979 57.2603 58.9448 61.0104 62.7393 64.6770 65.5172 66.6733 67.7850 68.9361 70.2151 71.3747 71.8624 72.2507 72.5587 73.4651 73.8825 74.1135 73.7975 74.2270 74.2503 74.7148 75.3056 75.3494 75.9154 75.7484 75.9374 76.1396 76.6241"
internal_bleeding_033_internalbleeding5_00_normal_800,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,800,835,normal,"47.5532 46.8772 46.1145 46.0099 45.3202 44.7426 44.3825 44.1996 44.7113 44.4494 44.7458 44.8159 44.2790 44.1525 44.0179 43.6999 43.0131 43.0265 43.0143 42.9873 43.0444 43.7374 43.5114 43.3400 43.4711 43.3394 43.7014 43.3951 43.0748 43.0197 42.5649 42.3337 42.0716 42.4779 42.7707 42.7043"
internal_bleeding_033_internalbleeding5_01_normal_836,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,836,871,normal,"42.8927 42.1504 42.1427 41.9530 42.2331 41.5832 41.6520 41.8017 41.5700 41.4683 41.3725 41.2195 41.2963 41.3965 41.4019 41.2173 41.3984 41.4088 41.6720 42.0357 42.8006 43.5439 44.5464 45.7004 47.3151 48.9512 50.3618 52.0669 54.1469 55.8695 57.8804 59.9770 61.4781 62.7372 64.1849 65.0013"
internal_bleeding_033_internalbleeding5_02_normal_1800,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,1800,1835,normal,"49.2394 48.9077 49.3637 49.4886 50.0838 50.0585 49.8086 50.1033 50.4792 51.1184 51.4292 51.2588 51.3622 51.5062 51.7143 51.2028 51.4272 51.5332 51.8646 51.9785 51.6348 51.7001 51.6859 51.3781 50.7911 50.9946 50.4063 50.3163 49.8599 49.6638 49.6073 48.9779 48.7567 48.3100 47.6824 47.6251"
internal_bleeding_033_internalbleeding5_03_normal_1836,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,1836,1871,normal,"47.2064 46.9823 46.7616 45.6836 45.3215 45.0583 44.9120 44.7647 44.5433 43.3476 43.4222 43.1240 43.3018 43.4545 43.2109 42.9534 43.3344 42.3329 42.3236 41.8472 41.4683 41.8105 41.8969 41.6228 41.4489 41.0542 40.8448 40.9324 40.7277 40.6710 40.3352 40.2244 40.0604 39.9395 39.7651 40.5943"
internal_bleeding_033_internalbleeding5_04_normal_late_2800,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,2800,2835,normal_late,"66.7618 66.1651 66.0253 65.2863 65.0708 64.6005 64.2065 64.0219 63.6026 63.3265 63.2235 63.0327 62.5253 62.7416 62.7166 62.1486 61.6664 61.6625 61.3437 61.0921 60.1915 59.2400 58.4375 57.6762 56.6713 55.6521 54.7626 53.9927 53.5336 53.8175 53.4657 52.9569 52.8984 52.8099 52.6462 52.6009"
internal_bleeding_033_internalbleeding5_05_normal_late_3928,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,3928,3963,normal_late,"42.9660 43.4755 42.8359 42.4785 42.3391 42.0996 41.7319 41.5318 41.2836 41.8631 41.4353 41.9732 41.9035 42.2259 42.2386 42.2323 42.3954 41.6314 41.9407 41.6903 41.4999 41.4650 42.1318 41.9758 41.6259 41.5341 41.6061 41.8333 41.3132 41.8537 42.0276 42.0936 41.5104 41.4613 41.7604 41.5698"
internal_bleeding_033_internalbleeding5_06_pre_anomaly_5984,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,5984,6019,pre_anomaly,"47.3656 47.0023 46.7114 46.6088 46.1245 45.8413 45.9698 46.0687 46.2456 45.8760 45.7270 45.3344 45.7022 45.2466 44.7841 45.1093 45.4027 45.4691 45.5981 45.3997 45.4031 45.4321 45.5263 45.1243 45.1757 44.7722 45.0183 45.0457 45.0179 44.7125 44.6687 44.3815 44.3926 44.3244 44.4612 44.1646"
internal_bleeding_033_internalbleeding5_07_pre_anomaly_6056,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6056,6091,pre_anomaly,"73.9358 74.7960 75.7196 75.7191 76.1631 76.2245 75.4724 74.6166 74.1157 73.9455 73.4881 72.8917 72.3824 71.6462 71.1539 70.6795 70.2027 69.7278 68.9872 68.9648 68.1823 67.8106 67.1480 66.7912 66.5502 65.8807 65.6892 65.5745 64.9426 65.0714 65.2878 65.5415 65.1509 65.1873 65.1232 65.0635"
internal_bleeding_033_internalbleeding5_08_pre_anomaly_6128,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6128,6163,pre_anomaly,"55.6512 56.2547 56.1265 55.7680 55.9042 55.8498 55.5619 55.5571 55.1221 54.7219 54.9643 54.4971 54.4360 54.4415 54.0745 53.9802 53.6788 53.5950 53.0961 52.5781 51.7001 51.2617 50.4801 49.7051 49.3806 48.9757 48.7008 48.5140 48.4513 47.9201 47.9250 47.6345 47.4109 46.9824 46.8851 46.8510"
internal_bleeding_033_internalbleeding5_09_pre_anomaly_6164,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6164,6199,pre_anomaly,"47.2067 47.1750 47.2178 46.7463 46.8482 46.6260 46.1825 46.0093 46.1762 45.4948 45.9101 45.5289 45.8743 45.4011 45.3832 44.8921 44.5753 44.4552 44.5304 44.5083 44.9991 44.0442 43.7209 43.7887 43.3003 43.1415 42.9994 42.9923 42.5956 42.3701 42.6703 42.4165 42.4065 42.5264 42.3979 42.5332"
internal_bleeding_033_internalbleeding5_10_anomaly_start_6200,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6200,6235,anomaly_start,"42.1971 42.0710 41.6156 41.2731 41.0706 41.4442 42.2364 43.4745 46.2283 49.7796 53.4113 56.9153 60.0385 63.2574 65.9455 68.0729 69.6334 70.7249 72.3898 72.5101 72.3295 71.9091 71.0020 69.9415 69.1203 68.3018 66.9703 65.5869 64.8472 64.0355 63.2881 62.7334 62.0941 61.4539 60.9051 59.9283"
internal_bleeding_033_internalbleeding5_11_anomaly_6267,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6267,6302,anomaly,"46.4496 46.4002 45.1920 44.8431 44.3982 44.4081 44.4741 44.2124 44.2276 43.5787 43.0124 42.9522 42.6218 42.5901 42.8233 42.3693 42.3657 42.1954 42.1615 42.3448 42.4377 42.2220 41.8515 41.6571 41.2220 40.9725 40.6290 40.6286 40.4832 40.5900 40.7554 40.6870 40.4680 40.5429 41.6614 42.7519"
internal_bleeding_033_internalbleeding5_12_anomaly_6334,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6334,6369,anomaly,"67.7461 67.5149 66.7285 65.9759 65.1088 64.7705 64.3948 63.7241 62.8102 62.2526 62.0684 61.6885 61.2294 61.0183 60.0534 59.6566 59.3704 59.1200 58.5988 58.4904 57.8954 57.8650 57.8870 57.4172 56.5513 56.2199 56.0469 55.7889 55.0175 54.1045 52.9601 51.9433 51.3256 50.8832 49.9628 49.1461"
internal_bleeding_033_internalbleeding5_13_recovery_6370,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6370,6405,recovery,"48.9453 48.2609 47.9035 47.4210 48.0045 48.1530 48.5359 48.3224 48.2692 48.5238 48.4164 48.8432 49.0933 49.3957 49.4679 50.1910 50.3039 51.1479 51.4283 51.2201 51.4684 51.7765 51.8438 52.5317 52.7498 52.1775 51.6005 51.1871 50.6865 50.8929 50.7722 50.4031 50.5558 50.1922 49.9624 49.3128"
internal_bleeding_033_internalbleeding5_14_recovery_6406,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6406,6441,recovery,"49.5116 48.9636 48.8734 49.0375 48.0190 47.6019 46.9581 46.7699 46.8417 46.9802 46.9301 47.0004 46.0467 46.2213 46.2067 46.0538 45.9353 45.5172 45.4102 45.1882 45.0312 44.6944 44.7842 44.5209 44.2663 44.8187 44.4906 43.8730 44.1205 44.1414 44.3207 44.3548 43.9408 44.2391 44.4944 44.6771"
internal_bleeding_033_internalbleeding5_15_recovery_6514,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6514,6549,recovery,"64.2651 63.1099 62.4506 61.8758 61.4691 61.4595 60.8873 60.3465 59.7678 59.2022 58.6830 58.6784 58.0483 58.1499 57.7845 57.7159 57.4587 57.6258 57.3524 57.5422 56.8578 56.0317 54.9388 54.4554 53.6577 52.8257 51.8430 51.0690 50.2543 50.1976 49.6297 49.2430 49.0784 48.7002 48.7314 48.1326"
internal_bleeding_034_internalbleeding6_00_normal_300,034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt,300,335,normal,"74.5049 74.5443 74.8483 74.3762 74.8128 74.6776 75.7789 75.9371 76.3643 76.6495 77.5077 78.2926 78.9408 79.5909 79.0021 79.0618 79.3431 80.0335 79.5358 80.1163 80.3622 80.0743 79.8171 79.7830 79.6077 79.6350 78.7429 78.1867 76.9686 76.0690 74.8570 74.3034 73.0004 71.3382 69.8925 68.7088"
internal_bleeding_034_internalbleeding6_01_normal_336,034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt,336,371,normal,"67.4759 65.5177 64.1129 63.1264 62.8399 61.8983 61.8475 60.8089 60.0616 60.2599 59.6897 59.6307 58.5741 59.3263 59.7908 59.1133 59.8269 59.4815 59.7818 59.6383 59.7443 59.1814 58.7104 58.4086 57.9871 57.4423 57.0243 56.7333 56.2174 55.9487 56.1552 55.6158 55.6450 55.6866 54.4472 53.4846"
internal_bleeding_034_internalbleeding6_02_normal_675,034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt,675,710,normal,"53.7480 53.2299 52.8123 52.0478 51.6837 51.7451 51.1564 50.6867 50.8172 50.9972 50.8619 50.3981 50.2246 50.1606 50.5439 50.5619 50.7968 50.7781 50.5055 50.5315 50.5784 51.2736 51.0893 50.9794 51.3863 51.7572 51.3699 51.6155 51.4985 51.4811 51.4099 51.3940 51.5210 51.1371 51.2143 51.1906"
internal_bleeding_034_internalbleeding6_03_normal_711,034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt,711,746,normal,"50.1066 49.9849 49.6521 49.5560 49.7338 49.5904 49.7654 50.1519 50.3638 49.3637 49.3496 49.6119 50.0017 49.9350 49.5280 49.6014 49.4262 49.8544 50.1231 51.4386 52.8643 56.0315 58.3648 59.9130 62.6392 64.5972 66.7588 68.4046 69.1469 70.5614 71.4016 72.3371 72.7051 73.8402 74.3282 74.7243"
